code,csname,extname,cname,index_code,index_name,indx_csname,pub_party_name,pub_date,base_date,bp,adj_circle,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type
516660,华安中证新能源汽车ETF,新能源车ETF基金,华安中证新能源汽车交易型开放式指数证券投资基金,399976.SZ,中证新能源汽车指数,CS新能车,中证指数有限公司,20141128,20111231,1000.0,半年,2021-02-03,2021-02-26,L,SH,华安基金,中国农业银行股份有限公司,0.5,纯境内
515300,嘉实沪深300红利低波动ETF,300红利低波ETF,嘉实沪深300红利低波动交易型开放式指数证券投资基金,930740.CSI,沪深300红利低波动指数,300红利低波,中证指数有限公司,20181204,20041231,1000.0,半年,2019-08-08,2019-09-19,L,SH,嘉实基金,中国工商银行股份有限公司,0.5,纯境内
159500,富国中证500ETF,500ETF,富国中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,中证500,中证指数有限公司,20070115,20041231,1000.0,半年,2025-08-20,2025-08-29,L,SZ,富国基金,国信证券股份有限公司,0.15,纯境内
159213,汇添富中证机器人ETF,机器人ETF基金,汇添富中证机器人交易型开放式指数证券投资基金,H30590.CSI,中证机器人指数,机器人,中证指数有限公司,20150210,20101231,1000.0,半年,2025-04-21,2025-04-30,L,SZ,汇添富基金,国信证券股份有限公司,0.5,纯境内
588720,中银上证科创板50ETF,科创50ETF中银,中银上证科创板50成份交易型开放式指数证券投资基金,000688.SH,上证科创板50成份指数,科创50,中证指数有限公司,20200723,20191231,1000.0,三个月,2025-03-27,2025-04-15,L,SH,中银基金,中国农业银行股份有限公司,0.15,纯境内
159291,招商创业板综合增强策略ETF,创业板综增强ETF招商,招商创业板综合增强策略交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,创业板综,深圳证券信息有限公司,20100820,20100531,1000.0,不定期调整,2025-08-20,2025-09-01,L,SZ,招商基金,兴业银行股份有限公司,0.8,纯境内
159353,景顺长城中证A500ETF,中证A500ETF景顺,景顺长城中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,中证A500,中证指数有限公司,20240923,20041231,1000.0,半年,2024-09-24,2024-10-15,L,SZ,景顺长城基金,中国工商银行股份有限公司,0.15,纯境内
517100,富国中证沪港深500ETF,AH500ETF,富国中证沪港深500交易型开放式指数证券投资基金,H30455.CSI,中证沪港深500指数,沪港深500,中证指数有限公司,20141128,20041231,1000.0,半年,2021-02-09,2021-03-02,L,SH,富国基金,中国银行股份有限公司,0.5,纯境内
159943,深证ETF,深证成指ETF,大成深证成份交易型开放式指数证券投资基金,399001.SZ,深证成份指数,深证成指,深圳证券信息有限公司,19950123,19940720,1000.0,半年,2015-06-05,2015-07-08,L,SZ,大成基金,中国农业银行股份有限公司,0.5,纯境内
159592,A50ETF基金,A50ETF基金,银华中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,中证A50,中证指数有限公司,20240102,20141231,1000.0,半年,2024-03-06,2024-03-18,L,SZ,银华基金,交通银行股份有限公司,0.15,纯境内
511930,国联日盈A,国联日盈货币ETF,国联日日盈交易型货币市场基金A类,,,,,,,,,2015-11-30,2015-12-15,L,SH,国联基金,国泰海通证券股份有限公司,0.15,纯境内
159895,易方达中证物联网主题ETF,物联网ETF易方达,易方达中证物联网主题交易型开放式指数证券投资基金,930712.CSI,中证物联网主题指数,CS物联网,中证指数有限公司,20150731,20120629,1000.0,半年,2021-10-13,2021-10-21,L,SZ,易方达基金,招商银行股份有限公司,0.15,纯境内
512480,国联安半导体ETF,半导体ETF,国联安中证全指半导体产品与设备交易型开放式指数证券投资基金,H30184.CSI,中证全指半导体产品与设备指数,半导体,中证指数有限公司,20130715,20041231,1000.0,半年,2019-05-08,2019-06-12,L,SH,国联安基金,国泰海通证券股份有限公司,0.5,纯境内
516800,华宝中证智能制造主题ETF,智能制造ETF,华宝中证智能制造主题交易型开放式指数证券投资基金,930850.CSI,中证智能制造主题指数,智能制造,中证指数有限公司,20160720,20120629,1000.0,半年,2021-01-29,2021-02-19,L,SH,华宝基金,中国工商银行股份有限公司,0.5,纯境内
159944,广发中证全指原材料ETF,材料ETF,广发中证全指原材料交易型开放式指数证券投资基金,000987.SH,中证全指原材料指数,全指材料,中证指数有限公司,20110802,20041231,1000.0,半年,2015-06-25,2015-07-06,L,SZ,广发基金,中国银行股份有限公司,0.5,纯境内
159876,有色龙头ETF,有色龙头ETF,华宝中证有色金属交易型开放式指数证券投资基金,930708.CSI,中证有色金属指数,中证有色,中证指数有限公司,20150713,20131231,1000.0,半年,2021-03-12,2021-03-24,L,SZ,华宝基金,招商银行股份有限公司,0.5,纯境内
560980,广发中证光伏龙头30ETF,光伏ETF龙头,广发中证光伏龙头30交易型开放式指数证券投资基金,931798.CSI,中证光伏龙头30指数,光伏龙头30,中证指数有限公司,20090616,20161230,1000.0,半年,2022-11-16,2022-11-29,L,SH,广发基金,中国民生银行股份有限公司,0.5,纯境内
159687,南方基金南方东英富时亚太低碳精选ETF(QDII),亚太精选ETF,南方基金南方东英富时亚太低碳精选交易型开放式指数证券投资基金(QDII),GPCSP006.OTH,富时亚太低碳精选指数,富时亚太低碳精选指数,富时罗素,20220527,20150918,1000.0,一年,2022-12-16,2022-12-30,L,SZ,南方基金,招商银行股份有限公司,0.2,QDII
520660,南方中证国新港股通央企红利ETF,港股通央企红利ETF南方,南方中证国新港股通央企红利交易型开放式指数证券投资基金,931722CNY100.CSI,中证国新港股通央企红利人民币中间价指数,国新港股通央企红利CPR,中证指数有限公司,20230913,20161230,1000.0,一年,2024-06-26,2024-07-10,L,SH,南方基金,中信建投证券股份有限公司,0.5,纯境内
560520,大成中证红利低波动100ETF,红利低波100ETF基金,大成中证红利低波动100交易型开放式指数证券投资基金,930955.CSI,中证红利低波动100指数,红利低波100,中证指数有限公司,20170526,20051230,1000.0,三个月,2024-04-08,2024-04-18,L,SH,大成基金,中信建投证券股份有限公司,0.5,纯境内
560800,鹏扬中证数字经济主题ETF,数字经济ETF,鹏扬中证数字经济主题交易型开放式指数证券投资基金,931582.CSI,中证数字经济主题指数,数字经济,中证指数有限公司,20201109,20161230,1000.0,半年,2021-12-22,2022-01-07,L,SH,鹏扬基金,招商银行股份有限公司,0.5,纯境内
513290,汇添富纳斯达克生物科技ETF,纳指生物科技ETF,汇添富纳斯达克生物科技交易型开放式指数证券投资基金(QDII),NBI.OTH,纳斯达克生物技术指数,纳斯达克生物技术指数,美国纳斯达克证券交易所,19931101,19931101,,,2022-08-15,2022-08-29,L,SH,汇添富基金,中国银行股份有限公司,0.5,QDII
159857,天弘中证光伏产业ETF,光伏ETF,天弘中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,光伏产业,中证指数有限公司,20190422,20121231,1000.0,半年,2021-02-04,2021-02-24,L,SZ,天弘基金,中信建投证券股份有限公司,0.5,纯境内
510650,华夏金融ETF,金融地产ETF,上证金融地产交易型开放式指数发起式证券投资基金,000038.SH,上证金融地产行业指数,上证金融,中证指数有限公司,20090109,20031231,1000.0,半年,2013-03-28,2013-05-08,L,SH,华夏基金,中国建设银行股份有限公司,0.5,纯境内
159925,南方沪深300ETF,沪深300ETF南方,南方沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,沪深300,中证指数有限公司,20050408,20041231,1000.0,半年,2013-02-18,2013-04-11,L,SZ,南方基金,中国工商银行股份有限公司,0.15,纯境内
159553,海富通中证2000增强策略ETF,2000ETF增强,海富通中证2000增强策略交易型开放式指数证券投资基金,932000.CSI,中证2000指数,中证2000,中证指数有限公司,20230811,20131231,1000.0,半年,2024-03-27,2024-04-15,L,SZ,海富通基金,招商银行股份有限公司,0.5,纯境内
515130,博时沪深300ETF,沪深300ETF博时,博时沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,沪深300,中证指数有限公司,20050408,20041231,1000.0,半年,2020-04-03,2020-05-11,L,SH,博时基金,中国建设银行股份有限公司,0.15,纯境内
511110,易方达上证基准做市公司债ETF,公司债ETF易方达,易方达上证基准做市公司债交易型开放式指数证券投资基金,950245.CSI,上证基准做市公司债指数,沪做市公司债,中证指数有限公司,20230206,20220630,100.0,一个月,2025-01-16,2025-01-24,L,SH,易方达基金,兴业银行股份有限公司,0.15,纯境内
512910,广发中证A100ETF,中证A100ETF,广发中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,中证A100,中证指数有限公司,20060529,20051230,1000.0,半年,2019-05-27,2019-07-01,L,SH,广发基金,中国工商银行股份有限公司,0.5,纯境内
588550,易方达上证科创板综合增强策略ETF,科创综指增强ETF易方达,易方达上证科创板综合增强策略交易型开放式指数证券投资基金,000680.SH,上证科创板综合指数,科创综指,中证指数有限公司,20250120,20191231,1000.0,不定期调整,2025-08-27,2025-09-12,L,SH,易方达基金,平安银行股份有限公司,0.5,纯境内
159757,景顺长城国证新能源车电池ETF,电池ETF景顺,景顺长城国证新能源车电池交易型开放式指数证券投资基金,980032.SZ,国证新能源车电池指数,新能电池,深圳证券信息有限公司,20150217,20021231,1000.0,半年,2021-07-21,2021-08-09,L,SZ,景顺长城基金,华夏银行股份有限公司,0.5,纯境内
512800,华宝中证银行ETF,银行ETF,华宝中证银行交易型开放式指数证券投资基金,399986.SZ,中证银行指数,中证银行,中证指数有限公司,20130715,20041231,1000.0,半年,2017-07-18,2017-08-03,L,SH,华宝基金,中国银行股份有限公司,0.5,纯境内
159220,华宝标普港股通低波红利ETF,港股通红利ETF,华宝标普港股通低波红利交易型开放式指数证券投资基金,SPAHLVCP.OTH,标普港股通低波红利指数,标普港股通低波红利指数,标普道琼斯指数有限公司,20170220,20110131,1000.0,半年,2025-04-29,2025-05-12,L,SZ,华宝基金,中国建设银行股份有限公司,0.5,纯境内
510050,华夏上证50ETF,上证50ETF,上证50交易型开放式指数证券投资基金,000016.SH,上证50指数,上证50,中证指数有限公司,20040102,20031231,1000.0,半年,2004-12-30,2005-02-23,L,SH,华夏基金,中国工商银行股份有限公司,0.15,纯境内
513200,易方达中证港股通医药卫生综合ETF,港股通医药ETF,易方达中证港股通医药卫生综合交易型开放式指数证券投资基金,930965.CSI,中证港股通医药卫生综合指数,港股通医药C,中证指数有限公司,20170623,20141114,3000.0,半年,2022-01-19,2022-02-11,L,SH,易方达基金,中国光大银行股份有限公司,0.15,纯境内
159287,博时创业板综合ETF,创业板综ETF博时,博时创业板综合交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,创业板综,深圳证券信息有限公司,20100820,20100531,1000.0,不定期调整,2025-08-15,2025-08-27,L,SZ,博时基金,中国工商银行股份有限公司,0.15,纯境内
515980,华富中证人工智能产业ETF,人工智能ETF,华富中证人工智能产业交易型开放式指数证券投资基金,931071.CSI,中证人工智能产业指数,人工智能,中证指数有限公司,20181121,20141231,1000.0,半年,2019-12-24,2020-02-10,L,SH,华富基金,招商银行股份有限公司,0.5,纯境内
159970,深100ETF工银,深100ETF工银,工银瑞信深证100交易型开放式指数证券投资基金,399330.SZ,深证100指数,深证100,深圳证券信息有限公司,20060124,20021231,1000.0,半年,2019-12-19,2020-01-10,L,SZ,工银瑞信基金,上海浦东发展银行股份有限公司,0.45,纯境内
515090,博时可持续发展100ETF,可持续发展ETF,博时中证可持续发展100交易型开放式指数证券投资基金,931268.CSI,中证可持续发展100指数,持续发展,中证指数有限公司,20191115,20140630,1000.0,半年,2020-01-19,2020-02-20,L,SH,博时基金,招商银行股份有限公司,0.5,纯境内
551060,中银上证AAA科创债ETF,科创债ETF中银,中银上证AAA科技创新公司债交易型开放式指数证券投资基金,950167.CSI,上证AAA科技创新公司债指数,沪AAA科创债,中证指数有限公司,20230824,20220630,100.0,一个月,2025-09-17,2025-09-24,L,SH,中银基金,浙商银行股份有限公司,0.15,纯境内
520590,鹏华恒生科技ETF(QDII),恒生科技ETF鹏华,鹏华恒生科技交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,恒生科技指数,恒生指数有限公司,20200727,20141231,3000.0,三个月,2025-11-17,2025-12-01,L,SH,鹏华基金,兴业银行股份有限公司,0.5,QDII
561580,央企红利,央企红利ETF,华泰柏瑞中证中央企业红利交易型开放式指数证券投资基金,000825.CSI,中证中央企业红利指数,央企红利,中证指数有限公司,20120720,20081231,1000.0,一年,2023-05-18,2023-05-30,L,SH,华泰柏瑞基金,中信证券股份有限公司,0.5,纯境内
159606,易方达中证500质量成长ETF,中证500成长ETF,易方达中证500质量成长交易型开放式指数证券投资基金,930939.CSI,中证500质量成长指数,500质量成长,中证指数有限公司,20181121,20041231,1000.0,半年,2021-12-17,2021-12-29,L,SZ,易方达基金,国信证券股份有限公司,0.5,纯境内
588810,富国上证科创板芯片ETF,科创芯片ETF富国,富国上证科创板芯片交易型开放式指数证券投资基金,000685.SH,上证科创板芯片指数,科创芯片,中证指数有限公司,20220613,20191231,1000.0,三个月,2024-12-30,2025-01-09,L,SH,富国基金,中泰证券股份有限公司,0.5,纯境内
510550,方正富邦中证500ETF,方正中证500ETF,方正富邦中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,中证500,中证指数有限公司,20070115,20041231,1000.0,半年,2018-11-30,2019-01-16,L,SH,方正富邦基金,中国建设银行股份有限公司,0.15,纯境内
520580,招商利安新兴亚洲精选ETF(QDII),新兴亚洲ETF,招商利安新兴亚洲精选交易型开放式指数证券投资基金(QDII),EMASIAUP.OTH,新交所新兴亚洲精选50指数,新交所新兴亚洲精选50指数,新加坡证券交易有限公司,20240719,20180328,1000.0,半年,2025-01-16,2025-02-20,L,SH,招商基金,中国银行股份有限公司,0.4,QDII
159905,深红利ETF,深红利ETF,深证红利交易型开放式指数证券投资基金,399324.SZ,深证红利指数,深证红利,深圳证券信息有限公司,20060124,20021231,1000.0,半年,2010-11-05,2011-01-11,L,SZ,工银瑞信基金,中国农业银行股份有限公司,0.5,纯境内
561180,富国中证A100ETF,A100ETF,富国中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,中证A100,中证指数有限公司,20060529,20051230,1000.0,半年,2022-11-03,2022-11-21,L,SH,富国基金,中国建设银行股份有限公司,0.5,纯境内
159370,创50ETF工银,创50ETF工银,工银瑞信创业板50交易型开放式指数证券投资基金,399673.SZ,创业板50指数,创业板50,深圳证券信息有限公司,20140618,20100531,1000.0,半年,2025-01-10,2025-01-20,L,SZ,工银瑞信基金,兴业银行股份有限公司,0.15,纯境内
515920,博时智能消费ETF,智能消费ETF,博时中证智能消费主题交易型开放式指数证券投资基金,930648.CSI,中证智能消费主题指数,CS智消费,中证指数有限公司,20150605,20120629,1000.0,半年,2020-12-30,2021-01-20,L,SH,博时基金,申万宏源证券有限公司,0.5,纯境内
159682,景顺长城创业板50ETF,创业50ETF,景顺长城创业板50交易型开放式指数证券投资基金,399673.SZ,创业板50指数,创业板50,深圳证券信息有限公司,20140618,20100531,1000.0,半年,2022-12-23,2023-01-03,L,SZ,景顺长城基金,中国农业银行股份有限公司,0.15,纯境内
159513,大成纳斯达克100ETF(QDII),纳斯达克100指数ETF,大成纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,纳斯达克100指数,美国纳斯达克证券交易所,19850201,19850131,125.0,,2023-07-12,2023-07-28,L,SZ,大成基金,中国农业银行股份有限公司,0.8,QDII
588160,南方上证科创板新材料ETF,科创材料ETF,南方上证科创板新材料交易型开放式指数证券投资基金,000689.SH,上证科创板新材料指数,科创材料,中证指数有限公司,20220815,20191231,1000.0,三个月,2022-09-30,2022-10-26,L,SH,南方基金,中国邮政储蓄银行股份有限公司,0.5,纯境内
159327,万家中证半导体材料设备主题ETF,半导体设备ETF基金,万家中证半导体材料设备主题交易型开放式指数证券投资基金,931743.CSI,中证半导体材料设备主题指数,半导体材料设备,中证指数有限公司,20121221,20181228,1000.0,半年,2024-07-24,2024-08-05,L,SZ,万家基金,中国建设银行股份有限公司,0.5,纯境内
560810,融通中证诚通央企ESGETF,央企ESGETF,融通中证诚通央企ESG交易型开放式指数证券投资基金,931243.CSI,中证诚通央企ESG指数,诚通央企ESG,中证指数有限公司,20230504,20161230,1000.0,半年,2024-11-25,2024-12-09,L,SH,融通基金,中国建设银行股份有限公司,0.3,纯境内
516200,华安中证全指证券公司ETF,证券ETF指数基金,华安中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,证券公司,中证指数有限公司,20130715,20070629,1000.0,半年,2021-03-09,2021-03-22,L,SH,华安基金,中国建设银行股份有限公司,0.5,纯境内
159805,传媒ETF,传媒ETF,鹏华中证传媒交易型开放式指数证券投资基金,399971.SZ,中证传媒指数,中证传媒,中证指数有限公司,20140415,20101231,1000.0,半年,2020-03-06,2020-04-17,L,SZ,鹏华基金,中国建设银行股份有限公司,0.5,纯境内
159703,天弘中证新材料主题ETF,新材料ETF,天弘中证新材料主题交易型开放式指数证券投资基金,H30597.CSI,中证新材料主题指数,新材料,中证指数有限公司,20150213,20081231,1000.0,半年,2021-05-27,2021-06-08,L,SZ,天弘基金,华泰证券股份有限公司,0.5,纯境内
159501,嘉实纳斯达克100ETF(QDII),纳指ETF嘉实,嘉实纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,纳斯达克100指数,美国纳斯达克证券交易所,19850201,19850131,125.0,,2023-05-31,2023-06-14,L,SZ,嘉实基金,招商银行股份有限公司,0.5,QDII
516900,华安中证申万食品饮料ETF,食品饮料ETF基金,华安中证申万食品饮料交易型开放式指数证券投资基金,000807.CSI,中证申万食品饮料指数,食品饮料,中证指数有限公司,20120217,20041231,1000.0,半年,2021-04-16,2021-04-28,L,SH,华安基金,中国建设银行股份有限公司,0.5,纯境内
159677,1000增强ETF,1000增强ETF,银华中证1000增强策略交易型开放式指数证券投资基金,000852.SH,中证1000指数,中证1000,中证指数有限公司,20141017,20041231,1000.0,半年,2022-11-24,2022-12-05,L,SZ,银华基金,中国建设银行股份有限公司,0.5,纯境内
589660,南方上证科创板综合ETF,科创综指ETF南方,南方上证科创板综合交易型开放式指数证券投资基金,000680.SH,上证科创板综合指数,科创综指,中证指数有限公司,20250120,20191231,1000.0,不定期调整,2025-02-26,2025-03-05,L,SH,南方基金,招商银行股份有限公司,0.15,纯境内
159108,博时国证工业软件主题ETF,工业软件ETF,博时国证工业软件主题交易型开放式指数证券投资基金,980034.SZ,国证工业软件主题指数,工业软件,深圳证券信息有限公司,20150217,20121231,1000.0,半年,2025-11-12,2025-11-24,L,SZ,博时基金,中信建投证券股份有限公司,0.5,纯境内
159335,融通中证诚通央企科技创新ETF,央企科创ETF,融通中证诚通央企科技创新交易型开放式指数证券投资基金,932052.CSI,中证诚通央企科技创新指数,央企科技创新,中证指数有限公司,20231010,20191231,1000.0,半年,2024-08-22,2024-09-05,L,SZ,融通基金,国泰海通证券股份有限公司,0.3,纯境内
159767,兴银国证新能源车电池ETF,电池龙头ETF,兴银国证新能源车电池交易型开放式指数证券投资基金,980032.SZ,国证新能源车电池指数,新能电池,深圳证券信息有限公司,20150217,20021231,1000.0,半年,2021-08-06,2021-08-23,L,SZ,兴银基金,上海浦东发展银行股份有限公司,0.5,纯境内
159601,华夏MSCI中国A50互联互通ETF,A50ETF,华夏MSCI中国A50互联互通交易型开放式指数证券投资基金,746059L.MI,MSCI中国A50互联互通(人民币)指数(本币),MSCI中国A50互联互通(人民币)指数(本币),摩根士丹利资本国际公司,20210917,20121130,1000.0,三个月,2021-11-01,2021-11-08,L,SZ,华夏基金,招商银行股份有限公司,0.5,纯境内
159619,国泰中证基建ETF,基建ETF,国泰中证基建交易型开放式指数证券投资基金,930608.CSI,中证基建指数,中证基建,中证指数有限公司,20150331,20041231,1000.0,半年,2022-02-09,2022-02-18,L,SZ,国泰基金,中信建投证券股份有限公司,0.5,纯境内
588730,易方达上证科创板人工智能ETF,科创人工智能ETF,易方达上证科创板人工智能交易型开放式指数证券投资基金,950180.CSI,上证科创板人工智能指数,科创AI,中证指数有限公司,20240725,20221230,1000.0,三个月,2025-01-16,2025-01-24,L,SH,易方达基金,上海浦东发展银行股份有限公司,0.5,纯境内
159611,广发中证全指电力ETF,电力ETF,广发中证全指电力公用事业交易型开放式指数证券投资基金,H30199.CSI,中证全指电力公用事业指数,电力指数,中证指数有限公司,20130715,20041231,1000.0,半年,2021-12-29,2022-01-07,L,SZ,广发基金,中国建设银行股份有限公司,0.5,纯境内
562300,低碳ETF,碳中和ETF基金,银华中证内地低碳经济主题交易型开放式指数证券投资基金,000977.CSI,中证内地低碳经济主题指数,内地低碳,中证指数有限公司,20110121,20100630,1000.0,半年,2021-12-20,2022-01-05,L,SH,银华基金,招商银行股份有限公司,0.5,纯境内
516050,科技龙头ETF,科技龙头ETF,工银瑞信中证科技龙头交易型开放式指数证券投资基金,931087.CSI,中证科技龙头指数,科技龙头,中证指数有限公司,20190320,20120629,1000.0,半年,2021-01-21,2021-02-05,L,SH,工银瑞信基金,中信证券股份有限公司,0.45,纯境内
159770,天弘中证机器人ETF,机器人ETF,天弘中证机器人交易型开放式指数证券投资基金,H30590.CSI,中证机器人指数,机器人,中证指数有限公司,20150210,20101231,1000.0,半年,2021-10-26,2021-11-08,L,SZ,天弘基金,国泰海通证券股份有限公司,0.5,纯境内
159787,易方达中证全指建筑材料ETF,建材ETF易方达,易方达中证全指建筑材料交易型开放式指数证券投资基金,931009.CSI,中证全指建筑材料指数,建筑材料,中证指数有限公司,20130715,20041231,1000.0,半年,2022-03-04,2022-03-15,L,SZ,易方达基金,中国建设银行股份有限公司,0.15,纯境内
159837,易方达中证生物科技主题ETF,生物科技ETF,易方达中证生物科技主题交易型开放式指数证券投资基金,930743.CSI,中证生物科技主题指数,中证生科,中证指数有限公司,20150826,20111231,1000.0,半年,2021-01-14,2021-01-27,L,SZ,易方达基金,中国建设银行股份有限公司,0.15,纯境内
511200,华夏上证基准做市公司债ETF,信用债ETF基金,华夏上证基准做市公司债交易型开放式指数证券投资基金,950245.CSI,上证基准做市公司债指数,沪做市公司债,中证指数有限公司,20230206,20220630,100.0,一个月,2025-01-16,2025-02-07,L,SH,华夏基金,兴业银行股份有限公司,0.15,纯境内
562960,易方达中证绿色电力ETF,绿色电力ETF易方达,易方达中证绿色电力交易型开放式指数证券投资基金,931897.CSI,中证绿色电力指数,绿色电力,中证指数有限公司,20121221,20170630,1000.0,半年,2023-04-03,2023-04-12,L,SH,易方达基金,中信建投证券股份有限公司,0.5,纯境内
159796,汇添富中证电池主题ETF,电池50ETF,汇添富中证电池主题交易型开放式指数证券投资基金,931719.CSI,中证电池主题指数,CS电池,中证指数有限公司,20130715,20141231,1000.0,半年,2022-03-03,2022-03-14,L,SZ,汇添富基金,中国银行股份有限公司,0.15,纯境内
159321,华安中证沪深港黄金产业股票ETF,黄金股票ETF,华安中证沪深港黄金产业股票交易型开放式指数证券投资基金,931238.CSI,中证沪深港黄金产业股票指数,SSH黄金股票,中证指数有限公司,20171017,20141231,1000.0,半年,2024-05-09,2024-05-27,L,SZ,华安基金,华泰证券股份有限公司,0.5,纯境内
517800,方正富邦沪港深人工智能50ETF,人工智能50ETF,方正富邦中证沪港深人工智能50交易型开放式指数证券投资基金,931487.CSI,中证沪港深人工智能50指数,SHS人工智能50,中证指数有限公司,20200506,20141231,1000.0,半年,2021-08-04,2021-08-26,L,SH,方正富邦基金,中国工商银行股份有限公司,0.5,纯境内
562000,华宝中证A100ETF,中证A100ETF基金,华宝中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,中证A100,中证指数有限公司,20060529,20051230,1000.0,半年,2022-07-21,2022-08-01,L,SH,华宝基金,中国建设银行股份有限公司,0.5,纯境内
562510,华夏中证旅游主题ETF,旅游ETF,华夏中证旅游主题交易型开放式指数证券投资基金,930633.CSI,中证旅游主题指数,中证旅游,中证指数有限公司,20150508,20081231,1000.0,半年,2021-12-21,2021-12-30,L,SH,华夏基金,中国银行股份有限公司,0.5,纯境内
159959,央企ETF,央企ETF,银华中证央企结构调整交易型开放式指数证券投资基金,000860.SH,中证央企结构调整指数,结构调整,中证指数有限公司,20180326,20141231,1000.0,半年,2018-10-22,2019-01-18,L,SZ,银华基金,中国工商银行股份有限公司,0.15,纯境内
516860,博时金融科技ETF,金融科技ETF,博时中证金融科技主题交易型开放式指数证券投资基金,930986.CSI,中证金融科技主题指数,金融科技,中证指数有限公司,20170622,20140630,1000.0,半年,2021-09-24,2021-10-11,L,SH,博时基金,中国建设银行股份有限公司,0.5,纯境内
